pref,muni,code,did_pop,did_pop_pct,urban,urban_naisui,records,years,first_year,last_year,area_takuchi_km2,area_km2,yukaue,yukashita,buildings,buildings_台風,buildings_梅雨前線,buildings_豪雨・その他,buildings_その他,kubochi_records,has_a51,hires_dem_pref
岐阜県,白川町,,0,0.0,False,False,24,2,2011,2018,0.003,0.016,5.0,23.0,28.0,28.0,0.0,0.0,0.0,1,False,False
福島県,相馬市,07209,7568,21.7,False,False,11,3,2010,2017,0.006,0.006,1.0,27.0,28.0,19.0,0.0,9.0,0.0,3,False,False
奈良県,天理市,29204,26505,41.5,False,False,18,8,2010,2019,0.009,0.009,1.0,27.0,28.0,21.0,2.0,5.0,0.0,1,False,False
愛知県,常滑市,23216,40983,69.8,True,False,15,2,2012,2017,0.005,0.005,16.0,11.0,27.0,27.0,0.0,0.0,0.0,0,False,False
埼玉県,さいたま市見沼区,11104,152773,92.6,True,False,27,7,2013,2022,0.007,0.007,3.0,24.0,27.0,19.0,0.0,8.0,0.0,0,False,False
鹿児島県,伊仙町,,0,0.0,False,False,30,3,2012,2015,0.003,0.004,1.0,26.0,27.0,25.0,0.0,2.0,0.0,2,False,False
鹿児島県,東串良町,,0,0.0,False,False,9,5,2013,2023,0.099,0.099,2.0,25.0,27.0,22.0,5.0,0.0,0.0,0,False,False
北海道,神恵内村,,0,0.0,False,False,2,2,2010,2011,0.004,0.004,1.0,26.0,27.0,0.0,0.0,27.0,0.0,0,False,False
秋田県,三種町,,0,0.0,False,False,18,4,2016,2022,0.011,0.013,3.0,24.0,27.0,3.0,3.0,21.0,0.0,5,False,False
鹿児島県,曽於市,,0,0.0,False,False,8,5,2010,2023,0.01,0.01,4.0,23.0,27.0,7.0,20.0,0.0,0.0,0,False,False
北海道,石狩市,01235,44733,78.6,True,False,226,2,2010,2011,0.024,2.681,4.0,23.0,27.0,0.0,0.0,27.0,0.0,0,False,False
福岡県,福岡市,40130,1564151,97.0,True,False,7,1,2010,2010,0.007,0.007,1.0,26.0,27.0,0.0,27.0,0.0,0.0,0,True,False
岐阜県,羽島市,21209,24774,37.7,False,False,11,2,2013,2014,0.022,0.022,3.0,24.0,27.0,2.0,0.0,25.0,0.0,0,False,False
福岡県,添田町,,0,0.0,False,False,9,1,2012,2012,0.003,0.003,1.0,26.0,27.0,0.0,27.0,0.0,0.0,0,False,False
埼玉県,さいたま市緑区,11109,119495,93.1,True,False,24,5,2013,2023,0.163,0.163,8.0,19.0,27.0,17.0,0.0,10.0,0.0,0,False,False
青森県,深浦町,,0,0.0,False,False,8,3,2012,2014,0.008,0.146,11.0,15.0,26.0,24.0,0.0,2.0,0.0,0,False,False
熊本県,上天草市,,0,0.0,False,False,9,3,2010,2015,0.005,0.005,0.0,26.0,26.0,8.0,6.0,12.0,0.0,0,False,False
茨城県,茨城町,,0,0.0,False,False,25,5,2010,2019,0.016,0.149,2.0,24.0,26.0,24.0,0.0,2.0,0.0,2,False,False
福岡県,北九州市戸畑区,40105,57163,99.4,True,False,6,2,2013,2015,0.004,0.004,3.0,23.0,26.0,1.0,25.0,0.0,0.0,0,False,False
神奈川県,横浜市鶴見区,14101,297437,100.0,True,False,28,6,2013,2019,0.003,0.003,15.0,11.0,26.0,12.0,7.0,7.0,0.0,15,False,True
東京都,東大和市,13220,83156,99.1,True,False,9,3,2010,2019,0.003,0.003,10.0,16.0,26.0,24.0,0.0,2.0,0.0,0,False,True
愛知県,高浜市,23227,43672,94.7,True,False,7,1,2022,2022,0.003,0.003,0.0,26.0,26.0,0.0,0.0,26.0,0.0,0,False,False
香川県,三豊市,,0,0.0,False,False,5,4,2015,2018,0.004,0.004,0.0,26.0,26.0,25.0,0.0,1.0,0.0,0,False,False
大阪府,大阪市西区,27106,105862,100.0,True,False,1,1,2012,2012,0.004,0.004,0.0,26.0,26.0,0.0,0.0,26.0,0.0,0,False,False
神奈川県,三浦市,14210,22376,53.2,True,False,5,2,2013,2017,0.04,0.04,14.0,12.0,26.0,5.0,0.0,21.0,0.0,0,False,True
奈良県,大和郡山市,29203,63759,76.5,True,False,4,3,2010,2018,0.005,0.005,0.0,25.0,25.0,16.0,0.0,9.0,0.0,0,False,False
神奈川県,横浜市栄区,14115,114266,95.1,True,False,4,2,2014,2019,0.002,0.002,12.0,13.0,25.0,22.0,0.0,3.0,0.0,0,False,True
群馬県,吉岡町,,0,0.0,False,False,15,2,2010,2011,0.004,0.004,2.0,23.0,25.0,7.0,17.0,1.0,0.0,0,False,False
愛媛県,内子町,,0,0.0,False,False,17,2,2011,2018,0.016,0.038,10.0,15.0,25.0,25.0,0.0,0.0,0.0,0,False,False
北海道,標茶町,,0,0.0,False,False,2,1,2016,2016,0.004,0.004,0.0,25.0,25.0,25.0,0.0,0.0,0.0,0,False,False
長崎県,南島原市,,0,0.0,False,False,12,5,2010,2017,0.025,0.025,2.0,23.0,25.0,12.0,13.0,0.0,0.0,5,False,False
埼玉県,深谷市,11218,67067,47.5,False,False,24,4,2011,2019,0.009,0.15,0.0,25.0,25.0,22.0,0.0,3.0,0.0,2,False,False
大阪府,四條畷市,27229,52416,95.0,True,False,3,1,2012,2012,0.09,0.09,6.0,19.0,25.0,0.0,0.0,25.0,0.0,0,False,False
神奈川県,相模原市緑区,14151,121888,71.6,True,False,24,3,2016,2019,0.008,0.008,0.0,25.0,25.0,25.0,0.0,0.0,0.0,0,False,True
徳島県,松茂町,,0,0.0,False,False,8,4,2011,2015,0.01,0.01,5.0,20.0,25.0,22.0,0.0,3.0,0.0,0,False,False
熊本県,熊本市中央区,43101,186765,99.6,True,False,13,4,2012,2020,0.008,0.008,5.0,20.0,25.0,1.0,23.0,1.0,0.0,1,False,False
福岡県,大野城市,40219,100004,98.0,True,False,13,3,2010,2014,0.009,0.009,3.0,22.0,25.0,0.0,17.0,8.0,0.0,0,False,False
鹿児島県,湧水町,,0,0.0,False,False,5,2,2020,2021,0.179,0.179,11.0,14.0,25.0,0.0,25.0,0.0,0.0,0,False,False
三重県,熊野市,,0,0.0,False,False,10,1,2011,2011,0.006,0.012,3.0,22.0,25.0,25.0,0.0,0.0,0.0,0,False,False
鹿児島県,徳之島町,,0,0.0,False,False,5,2,2010,2015,0.013,0.013,1.0,24.0,25.0,24.0,0.0,1.0,0.0,0,False,False
滋賀県,近江八幡市,25204,36622,45.2,False,False,6,3,2013,2018,0.022,0.022,8.0,17.0,25.0,24.0,0.0,1.0,0.0,1,False,False
福岡県,北九州市八幡西区,40109,222807,89.1,True,False,5,3,2013,2017,0.003,0.003,11.0,13.0,24.0,2.0,22.0,0.0,0.0,0,False,False
大阪府,大阪市大正区,27108,62083,100.0,True,False,4,2,2012,2015,0.001,0.001,2.0,22.0,24.0,15.0,0.0,9.0,0.0,0,False,False
岩手県,大船渡市,,0,0.0,False,False,15,4,2010,2015,0.003,0.003,5.0,19.0,24.0,0.0,4.0,20.0,0.0,0,False,False
三重県,菰野町,24341,14437,35.6,False,False,7,1,2010,2010,0.005,0.005,2.0,22.0,24.0,0.0,0.0,24.0,0.0,0,False,False
愛知県,東海市,23222,103436,90.9,True,False,2,1,2019,2019,0.004,0.004,12.0,12.0,24.0,24.0,0.0,0.0,0.0,2,False,False
福島県,塙町,,0,0.0,False,False,1,1,2011,2011,0.002,0.002,0.0,24.0,24.0,24.0,0.0,0.0,0.0,0,False,False
愛知県,大口町,23361,13452,55.3,True,False,24,3,2011,2017,0.004,0.004,1.0,23.0,24.0,0.0,0.0,24.0,0.0,0,False,False
富山県,黒部市,,0,0.0,False,False,10,2,2010,2013,0.003,0.003,1.0,23.0,24.0,1.0,0.0,23.0,0.0,0,False,False
北海道,音更町,01631,35028,80.3,True,False,2,1,2016,2016,0.024,0.024,7.0,17.0,24.0,24.0,0.0,0.0,0.0,0,False,False
和歌山県,有田川町,,0,0.0,False,False,19,1,2023,2023,0.013,0.013,16.0,8.0,24.0,24.0,0.0,0.0,0.0,13,False,False
大阪府,能勢町,,0,0.0,False,False,4,1,2018,2018,0.002,0.002,14.0,10.0,24.0,24.0,0.0,0.0,0.0,0,False,False
北海道,帯広市,01207,151326,90.9,True,False,6,3,2011,2017,0.414,0.581,2.0,22.0,24.0,24.0,0.0,0.0,0.0,0,False,False
高知県,安芸市,,0,0.0,False,False,8,1,2012,2012,0.016,0.016,3.0,21.0,24.0,24.0,0.0,0.0,0.0,0,False,False
群馬県,下仁田町,,0,0.0,False,False,6,2,2010,2019,0.023,0.023,12.0,12.0,24.0,15.0,9.0,0.0,0.0,1,False,False
大阪府,田尻町,27362,7023,83.3,True,False,2,2,2014,2016,0.002,0.002,3.0,21.0,24.0,23.0,1.0,0.0,0.0,1,False,False
島根県,川本町,,0,0.0,False,False,28,6,2011,2021,0.07,0.178,14.0,10.0,24.0,16.0,3.0,5.0,0.0,0,False,False
北海道,上ノ国町,,0,0.0,False,False,6,2,2010,2017,0.008,0.008,0.0,24.0,24.0,22.0,0.0,2.0,0.0,0,False,False
大分県,日出町,,0,0.0,False,False,3,1,2012,2012,0.009,0.009,7.0,17.0,24.0,8.0,16.0,0.0,0.0,0,False,False
福岡県,東峰村,,0,0.0,False,False,4,1,2012,2012,0.003,0.003,0.0,23.0,23.0,0.0,23.0,0.0,0.0,0,False,False
鹿児島県,いちき串木野市,46219,11437,41.6,False,False,2,2,2020,2023,0.09,0.09,4.0,19.0,23.0,0.0,23.0,0.0,0.0,2,False,False
栃木県,茂木町,,0,0.0,False,False,12,4,2011,2017,0.002,0.002,5.0,18.0,23.0,21.0,0.0,2.0,0.0,1,False,False
千葉県,酒々井町,12322,12553,60.5,True,False,2,1,2013,2013,0.025,0.025,2.0,21.0,23.0,23.0,0.0,0.0,0.0,1,False,False
北海道,滝川市,01225,28615,72.5,True,False,10,2,2010,2016,0.002,0.002,4.0,19.0,23.0,0.0,0.0,23.0,0.0,0,False,False
福岡県,豊前市,,0,0.0,False,False,15,3,2012,2018,0.002,0.005,6.0,17.0,23.0,2.0,21.0,0.0,0.0,0,False,False
福岡県,糸島市,40230,53244,53.8,True,False,28,3,2010,2019,0.016,0.055,8.0,15.0,23.0,0.0,23.0,0.0,0.0,2,False,False
和歌山県,古座川町,,0,0.0,False,False,6,2,2017,2018,0.008,0.008,21.0,2.0,23.0,23.0,0.0,0.0,0.0,0,False,False
青森県,藤崎町,,0,0.0,False,False,28,4,2011,2014,0.003,1.005,0.0,23.0,23.0,23.0,0.0,0.0,0.0,0,False,False
石川県,津幡町,17361,21895,59.2,True,False,16,2,2013,2023,0.002,0.211,0.0,23.0,23.0,0.0,2.0,21.0,0.0,8,False,False
大阪府,大阪市福島区,27103,79328,100.0,True,False,1,1,2012,2012,0.002,0.002,2.0,21.0,23.0,0.0,0.0,23.0,0.0,0,False,False
滋賀県,彦根市,25202,67923,59.8,True,False,36,5,2013,2021,0.006,0.567,1.0,22.0,23.0,5.0,0.0,18.0,0.0,12,False,False
高知県,中土佐町,,0,0.0,False,False,2,2,2014,2017,0.001,0.001,0.0,23.0,23.0,23.0,0.0,0.0,0.0,0,False,False
栃木県,下野市,09216,34770,58.4,True,False,8,3,2011,2015,0.028,0.282,13.0,10.0,23.0,19.0,0.0,4.0,0.0,0,False,False
北海道,新ひだか町,01610,11042,51.3,True,False,22,4,2010,2018,0.011,0.012,1.0,21.0,22.0,0.0,0.0,22.0,0.0,17,False,False
秋田県,美郷町,,0,0.0,False,False,88,3,2017,2023,0.01,1.931,1.0,21.0,22.0,0.0,19.0,3.0,0.0,0,False,False
宮崎県,えびの市,,0,0.0,False,False,15,2,2010,2011,0.002,0.002,2.0,20.0,22.0,0.0,22.0,0.0,0.0,0,False,False
埼玉県,毛呂山町,11326,19040,53.8,True,False,3,3,2016,2022,0.008,0.008,6.0,16.0,22.0,1.0,0.0,21.0,0.0,0,False,False
福岡県,北九州市若松区,40103,67705,84.1,True,False,9,3,2011,2017,0.004,0.004,3.0,19.0,22.0,0.0,21.0,1.0,0.0,0,False,False
石川県,志賀町,,0,0.0,False,False,17,5,2010,2022,0.004,0.004,0.0,22.0,22.0,2.0,0.0,20.0,0.0,0,False,False
滋賀県,湖南市,25211,29212,53.7,True,False,11,1,2013,2013,0.005,0.005,7.0,15.0,22.0,22.0,0.0,0.0,0.0,0,False,False
埼玉県,熊谷市,11202,109547,56.4,True,False,13,4,2011,2019,0.004,0.004,9.0,13.0,22.0,20.0,0.0,2.0,0.0,1,False,False
埼玉県,さいたま市北区,11102,149033,99.9,True,False,17,6,2013,2023,0.02,0.02,2.0,20.0,22.0,21.0,0.0,1.0,0.0,0,False,False
三重県,度会町,,0,0.0,False,False,11,1,2011,2011,0.037,1.794,19.0,3.0,22.0,22.0,0.0,0.0,0.0,0,False,False
東京都,清瀬市,13221,73564,96.5,True,False,5,4,2016,2020,0.001,0.001,8.0,14.0,22.0,11.0,5.0,6.0,0.0,0,False,True
山形県,尾花沢市,,0,0.0,False,False,11,3,2010,2020,0.017,0.017,3.0,19.0,22.0,0.0,4.0,18.0,0.0,0,False,False
高知県,香南市,,0,0.0,False,False,10,3,2010,2018,0.11,0.11,6.0,16.0,22.0,20.0,0.0,2.0,0.0,0,False,False
山梨県,身延町,,0,0.0,False,False,14,1,2011,2011,0.005,0.005,5.0,17.0,22.0,22.0,0.0,0.0,0.0,0,False,True
鳥取県,南部町,,0,0.0,False,False,13,4,2011,2021,0.003,0.008,7.0,14.0,21.0,12.0,2.0,7.0,0.0,0,False,True
大阪府,大阪市阿倍野区,27119,110995,100.0,True,False,3,2,2012,2019,0.001,0.001,0.0,21.0,21.0,0.0,0.0,21.0,0.0,0,False,False
神奈川県,伊勢原市,14214,79937,78.6,True,False,11,2,2014,2016,0.005,0.005,3.0,18.0,21.0,21.0,0.0,0.0,0.0,0,False,True
北海道,せたな町,,0,0.0,False,False,41,5,2010,2017,0.005,2.629,1.0,20.0,21.0,0.0,0.0,21.0,0.0,0,False,False
宮城県,大郷町,,0,0.0,False,False,24,5,2011,2023,0.011,15.027,9.0,12.0,21.0,3.0,0.0,18.0,0.0,1,False,False
大阪府,堺市北区,27146,157863,98.8,True,False,5,1,2012,2012,0.002,0.002,0.0,21.0,21.0,19.0,0.0,2.0,0.0,0,False,False
鹿児島県,長島町,,0,0.0,False,False,4,1,2020,2020,0.023,0.023,3.0,18.0,21.0,0.0,21.0,0.0,0.0,1,False,False
宮城県,亘理町,04361,5267,15.9,False,False,31,1,2019,2019,0.018,0.055,7.0,14.0,21.0,21.0,0.0,0.0,0.0,0,False,False
愛知県,大府市,23223,70900,76.1,True,False,2,2,2013,2017,0.005,0.015,10.0,11.0,21.0,0.0,0.0,21.0,0.0,0,False,False
宮城県,東松島市,04214,20248,51.8,True,False,40,6,2011,2019,0.009,2.901,0.0,21.0,21.0,20.0,0.0,1.0,0.0,0,False,False
青森県,むつ市,02208,16759,31.0,False,False,19,3,2013,2016,0.006,0.006,2.0,19.0,21.0,14.0,0.0,7.0,0.0,0,False,False
山梨県,都留市,19204,8067,26.0,False,False,7,2,2017,2018,0.003,0.003,4.0,17.0,21.0,20.0,0.0,1.0,0.0,0,False,True
徳島県,美馬市,,0,0.0,False,False,14,3,2011,2018,0.317,0.386,9.0,12.0,21.0,21.0,0.0,0.0,0.0,0,False,False
鳥取県,米子市,31202,76322,51.8,True,False,13,4,2010,2018,0.004,0.006,3.0,18.0,21.0,7.0,0.0,14.0,0.0,0,False,True
千葉県,君津市,12225,48154,58.6,True,False,13,3,2013,2019,0.005,0.069,3.0,18.0,21.0,21.0,0.0,0.0,0.0,5,False,False
京都府,京田辺市,26211,61736,83.7,True,False,11,5,2011,2019,0.002,0.609,1.0,20.0,21.0,0.0,0.0,21.0,0.0,0,False,False
群馬県,渋川市,10208,12198,16.4,False,False,14,2,2010,2016,0.004,0.004,3.0,17.0,20.0,15.0,5.0,0.0,0.0,0,False,False
埼玉県,小川町,11343,5280,18.5,False,False,10,2,2015,2019,0.01,0.064,12.0,8.0,20.0,20.0,0.0,0.0,0.0,1,False,False
神奈川県,座間市,14216,124805,94.3,True,False,15,2,2010,2013,0.004,0.004,6.0,14.0,20.0,1.0,0.0,19.0,0.0,0,False,True
千葉県,四街道市,12228,70102,74.9,True,False,3,3,2010,2015,0.004,0.004,2.0,18.0,20.0,6.0,0.0,14.0,0.0,1,False,False
沖縄県,名護市,47209,32173,50.6,True,False,8,2,2014,2021,0.005,0.005,15.0,5.0,20.0,15.0,4.0,1.0,0.0,3,False,False
宮城県,大衡村,,0,0.0,False,False,3,2,2019,2022,0.029,1.551,4.0,16.0,20.0,18.0,0.0,2.0,0.0,0,False,False
三重県,亀山市,24210,6256,12.6,False,False,7,1,2012,2012,0.001,0.001,9.0,11.0,20.0,20.0,0.0,0.0,0.0,1,False,False
山形県,最上町,,0,0.0,False,False,13,2,2015,2018,0.004,0.004,3.0,17.0,20.0,8.0,0.0,12.0,0.0,0,False,False
群馬県,沼田市,10206,17006,37.5,False,False,7,7,2010,2022,0.017,0.105,2.0,18.0,20.0,1.0,10.0,9.0,0.0,0,False,False
愛媛県,伊予市,38210,14857,42.3,False,False,12,4,2011,2018,0.003,0.003,1.0,19.0,20.0,20.0,0.0,0.0,0.0,10,False,False
埼玉県,鶴ヶ島市,11241,58503,83.4,True,False,3,2,2019,2022,0.008,0.008,0.0,19.0,19.0,10.0,0.0,9.0,0.0,0,False,False
青森県,今別町,,0,0.0,False,False,16,2,2010,2022,0.003,0.033,1.0,18.0,19.0,0.0,0.0,19.0,0.0,0,False,False
埼玉県,飯能市,11209,55074,68.5,True,False,19,2,2016,2017,0.004,0.004,2.0,17.0,19.0,19.0,0.0,0.0,0.0,0,False,False
新潟県,妙高市,15217,7912,26.0,False,False,13,2,2017,2019,0.029,0.029,0.0,19.0,19.0,19.0,0.0,0.0,0.0,10,False,False
新潟県,刈羽村,,0,0.0,False,False,13,2,2010,2011,0.013,1.01,0.0,19.0,19.0,0.0,3.0,16.0,0.0,0,False,False
和歌山県,広川町,,0,0.0,False,False,13,1,2023,2023,0.007,0.009,8.0,11.0,19.0,19.0,0.0,0.0,0.0,1,False,False
愛知県,刈谷市,23210,125248,81.5,True,False,11,4,2013,2022,0.007,0.007,10.0,9.0,19.0,2.0,0.0,17.0,0.0,5,False,False
茨城県,常陸太田市,08212,8402,17.3,False,False,12,4,2011,2019,0.014,0.136,6.0,13.0,19.0,19.0,0.0,0.0,0.0,2,False,False
山口県,周南市,35215,85975,62.5,True,False,14,5,2013,2023,0.006,0.006,3.0,16.0,19.0,1.0,17.0,1.0,0.0,0,False,False
愛知県,豊明市,23229,58111,83.9,True,False,7,1,2013,2013,0.015,0.015,14.0,5.0,19.0,0.0,0.0,19.0,0.0,0,False,False
千葉県,神崎町,,0,0.0,False,False,9,1,2013,2013,0.004,0.004,1.0,18.0,19.0,19.0,0.0,0.0,0.0,0,False,False
北海道,浦河町,,0,0.0,False,False,10,1,2016,2016,0.009,0.018,6.0,12.0,18.0,0.0,0.0,18.0,0.0,0,False,False
千葉県,印西市,12231,67246,65.5,True,False,15,2,2013,2023,0.006,0.006,3.0,15.0,18.0,18.0,0.0,0.0,0.0,3,False,False
山形県,天童市,06210,39650,63.8,True,False,17,4,2015,2023,0.004,0.552,12.0,6.0,18.0,2.0,11.0,5.0,0.0,0,False,False
岩手県,久慈市,03207,7017,21.2,False,False,18,3,2021,2023,0.018,0.056,0.0,18.0,18.0,0.0,0.0,18.0,0.0,8,False,False
大分県,宇佐市,,0,0.0,False,False,5,2,2012,2023,0.001,0.001,1.0,17.0,18.0,0.0,18.0,0.0,0.0,1,False,False
北海道,八雲町,01346,6799,43.0,False,False,18,2,2010,2013,0.006,0.026,1.0,17.0,18.0,0.0,0.0,18.0,0.0,1,False,False
京都府,長岡京市,26209,79760,98.9,True,False,13,7,2013,2023,0.005,0.005,3.0,15.0,18.0,4.0,3.0,11.0,0.0,0,False,False
北海道,札幌市白石区,01104,208075,98.2,True,False,7,4,2012,2018,0.002,0.002,2.0,16.0,18.0,2.0,0.0,16.0,0.0,5,False,False
和歌山県,みなべ町,,0,0.0,False,False,10,1,2011,2011,0.003,0.003,2.0,16.0,18.0,18.0,0.0,0.0,0.0,0,False,False
群馬県,前橋市,10201,197520,59.5,True,False,15,2,2010,2011,0.005,0.005,1.0,16.0,17.0,12.0,3.0,2.0,0.0,0,True,False
東京都,西東京市,13229,207388,100.0,True,False,6,4,2010,2023,0.003,0.003,4.0,13.0,17.0,4.0,0.0,13.0,0.0,0,False,True
岩手県,八幡平市,,0,0.0,False,False,8,3,2010,2022,0.007,0.014,9.0,8.0,17.0,13.0,0.0,4.0,0.0,0,False,False
茨城県,土浦市,08203,84286,59.3,True,False,7,2,2014,2023,0.003,0.112,6.0,11.0,17.0,17.0,0.0,0.0,0.0,6,False,False
茨城県,那珂市,08226,8659,16.2,False,False,18,3,2011,2016,0.006,0.157,0.0,17.0,17.0,16.0,0.0,1.0,0.0,1,False,False
大阪府,柏原市,27221,62639,91.1,True,False,4,1,2017,2017,0.002,0.002,0.0,17.0,17.0,17.0,0.0,0.0,0.0,3,False,False
栃木県,真岡市,09209,27154,34.7,False,False,4,4,2011,2015,0.004,0.004,4.0,13.0,17.0,8.0,0.0,9.0,0.0,0,False,False
広島県,坂町,34309,9263,73.6,True,False,1,1,2021,2021,0.003,0.003,0.0,17.0,17.0,0.0,17.0,0.0,0.0,0,False,False
福井県,小浜市,18204,9850,34.0,False,False,15,3,2011,2018,0.047,3.2,1.0,16.0,17.0,17.0,0.0,0.0,0.0,0,True,False
北海道,歌志内市,,0,0.0,False,False,4,2,2011,2016,0.025,0.025,0.0,17.0,17.0,17.0,0.0,0.0,0.0,0,False,False
愛知県,豊橋市,23201,276142,74.3,True,False,8,4,2012,2023,0.002,4.98,3.0,14.0,17.0,17.0,0.0,0.0,0.0,3,False,False
北海道,鷹栖町,,0,0.0,False,False,3,2,2014,2018,0.011,0.055,8.0,9.0,17.0,17.0,0.0,0.0,0.0,0,False,False
大阪府,大阪市北区,27127,139376,100.0,True,False,3,1,2012,2012,0.002,0.002,0.0,17.0,17.0,1.0,0.0,16.0,0.0,0,False,False
福井県,おおい町,,0,0.0,False,False,6,3,2011,2017,0.003,0.003,0.0,17.0,17.0,17.0,0.0,0.0,0.0,0,False,False
兵庫県,上郡町,,0,0.0,False,False,9,2,2013,2018,0.001,0.001,16.0,1.0,17.0,2.0,0.0,15.0,0.0,1,False,True
大阪府,大阪市生野区,27116,127309,100.0,True,False,7,2,2012,2019,0.001,0.001,0.0,17.0,17.0,7.0,0.0,10.0,0.0,0,False,False
山形県,小国町,,0,0.0,False,False,11,1,2011,2011,0.003,0.003,3.0,13.0,16.0,0.0,14.0,2.0,0.0,0,False,False
山形県,大蔵村,,0,0.0,False,False,25,4,2013,2020,0.003,1.388,0.0,16.0,16.0,0.0,16.0,0.0,0.0,1,False,False
埼玉県,桶川市,11231,62005,83.0,True,False,8,4,2011,2017,0.011,0.011,2.0,14.0,16.0,8.0,0.0,8.0,0.0,0,False,False
大阪府,大阪狭山市,27231,49712,85.1,True,False,1,1,2019,2019,0.005,0.005,2.0,14.0,16.0,0.0,0.0,16.0,0.0,0,False,False
神奈川県,横浜市港北区,14109,353387,98.6,True,False,10,5,2013,2019,0.001,0.001,10.0,6.0,16.0,11.0,2.0,3.0,0.0,2,False,True
愛媛県,東温市,38215,11222,33.1,False,False,18,3,2010,2017,0.002,0.005,0.0,16.0,16.0,7.0,9.0,0.0,0.0,0,False,False
福井県,高浜町,,0,0.0,False,False,14,2,2011,2013,0.006,0.006,4.0,12.0,16.0,16.0,0.0,0.0,0.0,0,False,False
島根県,吉賀町,,0,0.0,False,False,6,2,2013,2022,0.005,0.005,0.0,16.0,16.0,6.0,0.0,10.0,0.0,0,False,False
佐賀県,みやき町,,0,0.0,False,False,9,3,2010,2018,0.004,11.917,0.0,16.0,16.0,16.0,0.0,0.0,0.0,1,False,False
新潟県,新潟市中央区,15103,179149,99.3,True,False,14,3,2013,2022,0.024,0.024,3.0,13.0,16.0,1.0,9.0,6.0,0.0,4,False,False
香川県,善通寺市,37204,8615,27.2,False,False,10,4,2016,2022,0.005,0.005,1.0,15.0,16.0,16.0,0.0,0.0,0.0,0,False,False
沖縄県,今帰仁村,,0,0.0,False,False,5,3,2012,2021,0.002,0.002,8.0,8.0,16.0,15.0,1.0,0.0,0.0,0,False,False
高知県,大月町,,0,0.0,False,False,4,2,2011,2012,0.008,0.008,1.0,15.0,16.0,2.0,0.0,14.0,0.0,0,False,False
和歌山県,上富田町,,0,0.0,False,False,3,1,2011,2011,0.002,0.002,0.0,16.0,16.0,16.0,0.0,0.0,0.0,0,False,False
茨城県,稲敷市,,0,0.0,False,False,4,3,2010,2023,0.03,0.03,2.0,14.0,16.0,13.0,1.0,2.0,0.0,2,False,False
愛知県,蟹江町,23425,29080,77.9,True,False,4,3,2012,2015,0.002,0.002,0.0,16.0,16.0,6.0,0.0,10.0,0.0,0,False,False
新潟県,出雲崎町,,0,0.0,False,False,12,3,2011,2017,0.002,0.007,1.0,15.0,16.0,0.0,16.0,0.0,0.0,0,False,False
愛媛県,西予市,,0,0.0,False,False,6,3,2011,2023,0.012,0.012,5.0,10.0,15.0,11.0,4.0,0.0,0.0,0,False,False
千葉県,白子町,,0,0.0,False,False,4,1,2013,2013,0.004,0.005,0.0,15.0,15.0,15.0,0.0,0.0,0.0,0,False,False
大阪府,高石市,27225,55635,100.0,True,False,10,1,2022,2022,0.002,0.002,4.0,11.0,15.0,15.0,0.0,0.0,0.0,10,False,False
東京都,足立区,13121,695043,100.0,True,False,5,1,2011,2011,0.003,0.003,1.0,14.0,15.0,0.0,0.0,15.0,0.0,0,False,True
秋田県,上小阿仁村,,0,0.0,False,False,8,5,2010,2022,0.005,0.079,7.0,8.0,15.0,6.0,0.0,9.0,0.0,0,False,False
北海道,斜里町,,0,0.0,False,False,117,7,2010,2016,0.001,7.492,1.0,14.0,15.0,3.0,0.0,12.0,0.0,0,False,False
茨城県,神栖市,08232,25866,27.1,False,False,13,3,2011,2017,0.003,0.012,3.0,12.0,15.0,15.0,0.0,0.0,0.0,1,False,False
北海道,天塩町,,0,0.0,False,False,12,1,2010,2010,0.004,13.418,10.0,5.0,15.0,0.0,0.0,15.0,0.0,0,False,False
茨城県,八千代町,,0,0.0,False,False,27,5,2014,2019,0.005,6.186,4.0,11.0,15.0,15.0,0.0,0.0,0.0,0,False,False
神奈川県,相模原市,14150,665841,91.8,True,False,12,2,2010,2011,0.001,0.001,4.0,11.0,15.0,0.0,0.0,15.0,0.0,0,False,True
三重県,紀宝町,,0,0.0,False,False,4,3,2011,2020,0.001,0.001,7.0,8.0,15.0,14.0,0.0,1.0,0.0,0,False,False
奈良県,広陵町,29426,21487,63.6,True,False,2,2,2017,2023,0.108,0.612,6.0,9.0,15.0,15.0,0.0,0.0,0.0,0,False,False
岩手県,西和賀町,,0,0.0,False,False,11,3,2015,2023,0.005,0.006,0.0,14.0,14.0,0.0,2.0,12.0,0.0,0,False,False
青森県,鰺ヶ沢町,,0,0.0,False,False,2,2,2013,2015,0.003,0.003,2.0,12.0,14.0,2.0,0.0,12.0,0.0,0,False,False
長野県,小海町,,0,0.0,False,False,2,1,2019,2019,0.003,0.003,4.0,10.0,14.0,14.0,0.0,0.0,0.0,0,False,False
広島県,広島市西区,34104,178803,94.0,True,False,3,2,2014,2021,0.035,0.035,0.0,14.0,14.0,0.0,0.0,14.0,0.0,0,True,False
三重県,いなべ市,,0,0.0,False,False,7,2,2011,2019,0.002,0.002,0.0,14.0,14.0,2.0,0.0,12.0,0.0,0,False,False
埼玉県,長瀞町,,0,0.0,False,False,5,1,2019,2019,0.002,0.002,0.0,14.0,14.0,14.0,0.0,0.0,0.0,5,False,False
