pref,muni,records,years,first_year,last_year,area_takuchi_km2,yukaue,yukashita,kubochi_records,buildings
福島県,鏡石町,7,2,2010,2011,0.006,2.0,35.0,0,37.0
東京都,昭島市,15,5,2010,2017,0.002,2.0,35.0,0,37.0
群馬県,藤岡市,19,4,2011,2015,0.013,1.0,36.0,0,37.0
宮城県,美里町,18,4,2011,2022,0.009,2.0,35.0,0,37.0
千葉県,いすみ市,24,4,2011,2023,0.029,10.0,26.0,20,36.0
大阪府,羽曳野市,6,4,2010,2019,0.001,0.0,36.0,0,36.0
兵庫県,三田市,7,1,2014,2014,0.009,2.0,34.0,0,36.0
兵庫県,加東市,16,4,2010,2018,0.011,15.0,21.0,0,36.0
岐阜県,高山市,11,2,2014,2020,0.006,6.0,30.0,0,36.0
埼玉県,さいたま市西区,22,5,2013,2019,0.318,12.0,24.0,0,36.0
長野県,佐久市,5,2,2013,2014,0.061,0.0,35.0,0,35.0
北海道,旭川市,11,5,2010,2017,0.062,8.0,27.0,4,35.0
北海道,砂川市,11,2,2010,2016,0.098,3.0,32.0,0,35.0
栃木県,矢板市,19,2,2011,2019,0.015,7.0,27.0,17,34.0
新潟県,阿賀町,15,5,2016,2022,0.062,3.0,31.0,1,34.0
新潟県,新潟市東区,15,2,2013,2022,0.184,18.0,16.0,14,34.0
茨城県,常陸大宮市,6,3,2011,2019,0.065,14.0,20.0,0,34.0
大阪府,堺市堺区,6,1,2012,2012,0.003,1.0,33.0,0,34.0
兵庫県,朝来市,2,1,2010,2010,0.022,0.0,34.0,0,34.0
愛媛県,今治市,34,7,2011,2023,0.005,0.0,34.0,0,34.0
鳥取県,三朝町,15,3,2011,2023,0.005,9.0,24.0,0,33.0
福島県,会津若松市,19,6,2010,2023,0.004,9.0,24.0,0,33.0
神奈川県,川崎市,8,2,2010,2011,0.029,22.0,11.0,0,33.0
山口県,長門市,14,3,2010,2023,0.011,7.0,26.0,0,33.0
山口県,防府市,18,4,2010,2023,0.01,1.0,32.0,0,33.0
奈良県,斑鳩町,25,5,2010,2018,0.004,0.0,33.0,14,33.0
宮崎県,新富町,10,4,2016,2023,0.105,12.0,21.0,6,33.0
奈良県,御所市,30,6,2010,2017,0.011,3.0,30.0,0,33.0
埼玉県,本庄市,5,2,2011,2022,0.011,4.0,29.0,1,33.0
大阪府,島本町,1,1,2012,2012,0.106,15.0,17.0,0,32.0
秋田県,にかほ市,9,3,2010,2013,0.003,7.0,25.0,0,32.0
鳥取県,日南町,35,5,2010,2018,0.016,6.0,26.0,0,32.0
大阪府,堺市,25,2,2010,2011,0.008,10.0,21.0,0,31.0
奈良県,河合町,6,2,2013,2017,0.027,6.0,25.0,0,31.0
徳島県,藍住町,8,2,2011,2014,0.005,0.0,31.0,0,31.0
岡山県,新見市,14,3,2011,2013,0.004,0.0,31.0,0,31.0
和歌山県,日高町,8,2,2011,2023,0.037,13.0,18.0,0,31.0
香川県,多度津町,8,3,2016,2021,0.05,1.0,30.0,0,31.0
福井県,勝山市,20,5,2011,2023,0.003,2.0,29.0,0,31.0
千葉県,富里市,2,2,2010,2013,0.003,1.0,29.0,0,30.0
北海道,厚沢部町,64,2,2010,2013,0.006,28.0,2.0,0,30.0
京都府,京都市東山区,17,4,2010,2020,0.003,5.0,25.0,0,30.0
岩手県,葛巻町,23,4,2010,2020,0.015,8.0,22.0,0,30.0
静岡県,下田市,4,3,2017,2020,0.005,10.0,20.0,4,30.0
岡山県,浅口市,9,4,2012,2018,0.186,0.0,30.0,0,30.0
青森県,十和田市,9,3,2010,2022,0.009,11.0,19.0,4,30.0
宮城県,岩沼市,27,4,2010,2019,0.008,7.0,23.0,25,30.0
愛知県,名古屋市南区,9,3,2012,2020,0.762,0.0,30.0,0,30.0
群馬県,大泉町,3,1,2019,2019,0.206,0.0,30.0,0,30.0
福井県,大野市,16,3,2017,2023,0.005,8.0,21.0,0,29.0
神奈川県,横浜市泉区,11,4,2014,2019,0.004,12.0,17.0,2,29.0
岩手県,遠野市,24,4,2011,2015,0.004,1.0,28.0,0,29.0
愛知県,北名古屋市,5,5,2013,2020,0.001,5.0,24.0,0,29.0
北海道,古平町,4,1,2010,2010,0.028,8.0,21.0,0,29.0
京都府,大山崎町,7,2,2012,2013,0.01,14.0,15.0,0,29.0
神奈川県,海老名市,17,3,2010,2014,0.003,11.0,18.0,0,29.0
神奈川県,厚木市,19,5,2010,2020,0.003,4.0,24.0,2,28.0
鳥取県,境港市,4,1,2021,2021,0.013,1.0,27.0,0,28.0
岡山県,瀬戸内市,9,3,2011,2017,0.015,10.0,18.0,2,28.0
石川県,中能登町,16,5,2013,2022,0.011,0.0,28.0,0,28.0
大阪府,大阪市中央区,3,2,2012,2015,0.005,0.0,28.0,0,28.0
岐阜県,白川町,24,2,2011,2018,0.003,5.0,23.0,1,28.0
福島県,相馬市,11,3,2010,2017,0.006,1.0,27.0,3,28.0
奈良県,天理市,18,8,2010,2019,0.009,1.0,27.0,1,28.0
愛知県,常滑市,15,2,2012,2017,0.005,16.0,11.0,0,27.0
埼玉県,さいたま市見沼区,27,7,2013,2022,0.007,3.0,24.0,0,27.0
鹿児島県,伊仙町,30,3,2012,2015,0.003,1.0,26.0,2,27.0
鹿児島県,東串良町,9,5,2013,2023,0.099,2.0,25.0,0,27.0
北海道,神恵内村,2,2,2010,2011,0.004,1.0,26.0,0,27.0
秋田県,三種町,18,4,2016,2022,0.011,3.0,24.0,5,27.0
鹿児島県,曽於市,8,5,2010,2023,0.01,4.0,23.0,0,27.0
北海道,石狩市,226,2,2010,2011,0.024,4.0,23.0,0,27.0
福岡県,福岡市,7,1,2010,2010,0.007,1.0,26.0,0,27.0
岐阜県,羽島市,11,2,2013,2014,0.022,3.0,24.0,0,27.0
福岡県,添田町,9,1,2012,2012,0.003,1.0,26.0,0,27.0
埼玉県,さいたま市緑区,24,5,2013,2023,0.163,8.0,19.0,0,27.0
青森県,深浦町,8,3,2012,2014,0.008,11.0,15.0,0,26.0
熊本県,上天草市,9,3,2010,2015,0.005,0.0,26.0,0,26.0
茨城県,茨城町,25,5,2010,2019,0.016,2.0,24.0,2,26.0
福岡県,北九州市戸畑区,6,2,2013,2015,0.004,3.0,23.0,0,26.0
神奈川県,横浜市鶴見区,28,6,2013,2019,0.003,15.0,11.0,15,26.0
東京都,東大和市,9,3,2010,2019,0.003,10.0,16.0,0,26.0
愛知県,高浜市,7,1,2022,2022,0.003,0.0,26.0,0,26.0
香川県,三豊市,5,4,2015,2018,0.004,0.0,26.0,0,26.0
大阪府,大阪市西区,1,1,2012,2012,0.004,0.0,26.0,0,26.0
神奈川県,三浦市,5,2,2013,2017,0.04,14.0,12.0,0,26.0
奈良県,大和郡山市,4,3,2010,2018,0.005,0.0,25.0,0,25.0
神奈川県,横浜市栄区,4,2,2014,2019,0.002,12.0,13.0,0,25.0
群馬県,吉岡町,15,2,2010,2011,0.004,2.0,23.0,0,25.0
愛媛県,内子町,17,2,2011,2018,0.016,10.0,15.0,0,25.0
北海道,標茶町,2,1,2016,2016,0.004,0.0,25.0,0,25.0
